시군구별,합계출산율(2000),20-24세(2000),25-29세(2000),30-34세(2000),35-39세(2000),합계출산율(2018),20-24세(2018),25-29세(2018),30-34세(2018),35-39세(2018)
전국,1.48,39.2,150.3,84.1,17.6,0.977,8.2,41,91.4,46.1
